CustomerID,Attrition_Flag,Customer_Age,Age Category,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Number of Products,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Credit Limit Category,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Utilization ratio category
716780283,Existing Customer,39,35-45,M,2,Uneducated,Single,$40K - $60K,Blue,19,4,3,3,6628,5000-10000,1735,4893,0.587,4050,89,0.935,0.262,Very Good
716546283,Existing Customer,39,35-45,M,3,Graduate,Married,$60K - $80K,Blue,36,6,3,4,13049,10000-15000,943,12106,0.686,3944,72,0.674,0.072,Exceptional
721308033,Attrited Customer,45,35-45,F,2,Post-Graduate,Single,Less than $40K,Blue,37,3,3,1,3036,<5000,2517,519,0.882,2609,42,0.615,0.829,Poor
779270883,Existing Customer,48,>45,M,4,High School,Married,$60K - $80K,Blue,30,6,3,3,16575,15000-20000,0,16575,0.76,3982,77,0.878,0,Exceptional
822061683,Existing Customer,38,35-45,M,1,Graduate,Single,$60K - $80K,Blue,34,5,3,4,23391,20000-25000,1977,21414,0.558,4106,85,0.809,0.085,Exceptional
710058033,Existing Customer,51,>45,M,0,Uneducated,Divorced,$120K +,Blue,41,4,1,0,23898,20000-25000,0,23898,0.486,3781,66,0.61,0,Exceptional
710678658,Existing Customer,47,>45,F,4,Unknown,Unknown,Less than $40K,Blue,36,5,3,2,4944,<5000,1151,3793,0.801,3684,64,0.829,0.233,Very Good
712943508,Existing Customer,48,>45,F,5,Graduate,Married,Less than $40K,Blue,36,5,3,0,6921,5000-10000,1023,5898,0.816,4608,79,0.927,0.148,Exceptional
816263808,Existing Customer,47,>45,M,1,Graduate,Single,$80K - $120K,Blue,31,4,1,2,18026,15000-20000,755,17271,0.931,2760,56,1,0.042,Exceptional
714162033,Existing Customer,45,35-45,F,3,Post-Graduate,Divorced,Less than $40K,Blue,28,3,4,3,5216,5000-10000,1519,3697,0.887,3434,49,0.69,0.291,Very Good
711238908,Existing Customer,65,>45,F,0,Uneducated,Single,Less than $40K,Blue,54,6,5,2,7699,5000-10000,1758,5941,0.641,5103,62,0.771,0.228,Very Good
713971608,Existing Customer,49,>45,M,4,Uneducated,Married,Less than $40K,Blue,39,6,1,4,7232,5000-10000,1830,5402,1.002,4337,71,0.543,0.253,Very Good
715193433,Existing Customer,61,>45,F,0,High School,Single,Unknown,Blue,51,4,2,2,8476,5000-10000,0,8476,0.675,3889,67,0.489,0,Exceptional
713111883,Existing Customer,51,>45,M,1,Unknown,Married,$120K +,Blue,31,5,1,2,25837,25000-30000,1812,24025,0.686,3783,70,0.75,0.07,Exceptional
716911608,Existing Customer,48,>45,M,4,Graduate,Single,$80K - $120K,Blue,36,4,1,4,1536,<5000,1017,519,0.589,3816,71,0.449,0.662,Fair
822898758,Existing Customer,44,35-45,F,5,Post-Graduate,Married,Less than $40K,Blue,40,3,3,4,4453,<5000,973,3480,0.908,3239,66,0.65,0.219,Very Good
712085733,Existing Customer,45,35-45,M,4,Graduate,Married,$120K +,Blue,36,5,2,3,34516,>30000,880,33636,0.687,3491,64,0.455,0.025,Exceptional
718583133,Existing Customer,49,>45,F,3,Graduate,Unknown,Less than $40K,Blue,39,4,2,0,4389,<5000,981,3408,0.65,3598,75,0.705,0.224,Very Good
772095858,Existing Customer,38,35-45,F,2,Graduate,Single,Unknown,Blue,27,4,2,3,13429,10000-15000,1246,12183,1.055,3929,66,0.737,0.093,Exceptional
780074733,Existing Customer,42,35-45,F,1,Doctorate,Married,Less than $40K,Blue,27,5,3,3,1840,<5000,1565,275,0.95,4518,72,0.5,0.851,Poor
710182383,Existing Customer,44,35-45,M,3,Uneducated,Divorced,$80K - $120K,Blue,13,4,2,3,17846,15000-20000,1568,16278,1.064,3626,77,0.878,0.088,Exceptional
713418558,Existing Customer,46,>45,F,3,Graduate,Divorced,Less than $40K,Blue,37,6,1,0,9013,5000-10000,0,9013,0.597,3819,71,0.614,0,Exceptional
715445883,Existing Customer,40,35-45,F,2,Graduate,Married,Unknown,Blue,29,5,2,2,18862,15000-20000,2105,16757,0.832,4449,86,0.686,0.112,Exceptional
718599108,Existing Customer,50,>45,F,3,Graduate,Married,Unknown,Blue,39,5,3,2,3230,<5000,1172,2058,0.514,4419,64,0.73,0.363,Very Good
711546333,Existing Customer,46,>45,M,3,Uneducated,Married,Less than $40K,Blue,38,4,3,1,7958,5000-10000,1559,6399,0.726,4962,72,0.714,0.196,Exceptional
721513833,Existing Customer,35,35-45,M,0,High School,Divorced,$40K - $60K,Blue,36,6,3,2,5619,5000-10000,1504,4115,0.775,2808,72,0.6,0.268,Very Good
771669183,Existing Customer,49,>45,M,1,Graduate,Married,$60K - $80K,Blue,37,5,1,4,4854,<5000,1212,3642,0.308,3651,70,0.556,0.25,Very Good
774760458,Attrited Customer,62,>45,F,1,High School,Unknown,$40K - $60K,Blue,56,3,5,1,3807,<5000,2517,1290,0.506,1739,36,0.5,0.661,Fair
713453733,Existing Customer,45,35-45,F,2,Uneducated,Single,$40K - $60K,Blue,37,6,1,3,2529,<5000,1654,875,0.528,3428,84,0.68,0.654,Fair
804415083,Attrited Customer,45,35-45,M,3,Unknown,Married,$60K - $80K,Blue,40,3,5,3,4097,<5000,655,3442,1.084,2611,51,0.545,0.16,Exceptional
711419133,Existing Customer,56,>45,M,4,Graduate,Single,Less than $40K,Blue,36,3,2,3,3057,<5000,1077,1980,0.934,4449,77,0.878,0.352,Very Good
710691633,Existing Customer,58,>45,F,1,High School,Married,Less than $40K,Blue,43,4,1,4,1957,<5000,1152,805,0.899,4546,78,0.5,0.589,Good
715008858,Existing Customer,51,>45,F,3,Unknown,Single,Less than $40K,Blue,41,5,1,2,2941,<5000,655,2286,0.616,4099,66,0.571,0.223,Very Good
771424908,Attrited Customer,38,35-45,M,2,Unknown,Unknown,$60K - $80K,Blue,26,2,2,3,11252,10000-15000,1129,10123,0.462,1766,31,0.476,0.1,Exceptional
771215583,Existing Customer,39,35-45,M,3,High School,Single,$60K - $80K,Blue,26,6,1,4,24534,20000-25000,1475,23059,0.528,3505,60,0.935,0.06,Exceptional
711012783,Attrited Customer,43,35-45,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384,>30000,0,33384,0.631,2066,46,0.769,0,Exceptional
827408058,Existing Customer,44,35-45,F,3,Graduate,Married,Less than $40K,Blue,40,6,2,2,2232,<5000,2002,230,1.107,3803,68,0.511,0.897,Poor
713904708,Existing Customer,40,35-45,F,3,Graduate,Married,Less than $40K,Blue,36,6,1,3,7582,5000-10000,1942,5640,0.823,4926,85,0.635,0.256,Very Good
807596358,Existing Customer,49,>45,M,2,Uneducated,Married,$80K - $120K,Blue,44,6,2,2,13884,10000-15000,1204,12680,0.575,4650,70,0.556,0.087,Exceptional
708788583,Attrited Customer,64,>45,F,1,College,Unknown,Less than $40K,Blue,56,3,1,2,6167,5000-10000,0,6167,0.422,1648,43,0.536,0,Exceptional
713446083,Existing Customer,49,>45,F,4,Uneducated,Unknown,Unknown,Blue,39,5,2,3,11545,10000-15000,1732,9813,0.871,3996,65,0.548,0.15,Exceptional
717888108,Existing Customer,47,>45,F,3,Doctorate,Single,$40K - $60K,Blue,35,3,3,2,2872,<5000,2517,355,0.606,3635,62,0.824,0.876,Poor
819714408,Attrited Customer,44,35-45,F,2,Graduate,Married,Unknown,Blue,39,6,3,3,5666,5000-10000,2386,3280,0.564,1981,42,1,0.421,Good
716853258,Existing Customer,64,>45,M,1,Graduate,Single,Less than $40K,Blue,45,5,3,2,4417,<5000,0,4417,0.904,4253,72,0.895,0,Exceptional
719455083,Existing Customer,48,>45,F,3,Uneducated,Single,Less than $40K,Blue,39,4,3,4,2991,<5000,1508,1483,0.703,3734,64,0.882,0.504,Good
779299233,Existing Customer,52,>45,F,3,Graduate,Single,Less than $40K,Silver,34,3,2,2,13109,10000-15000,1375,11734,0.742,3563,73,0.553,0.105,Exceptional
771922008,Existing Customer,57,>45,F,2,Unknown,Single,Less than $40K,Blue,46,5,2,2,5443,5000-10000,1889,3554,0.421,4416,64,0.6,0.347,Very Good
708887433,Existing Customer,65,>45,M,0,Graduate,Single,Less than $40K,Blue,56,6,1,3,2717,<5000,0,2717,0.736,3150,59,0.475,0,Exceptional
713214558,Existing Customer,52,>45,M,2,Graduate,Married,$60K - $80K,Blue,41,4,3,3,2628,<5000,2195,433,0.635,3608,68,0.417,0.835,Poor
718038483,Existing Customer,42,35-45,M,3,Uneducated,Single,$80K - $120K,Blue,35,5,1,4,16054,15000-20000,0,16054,0.446,3449,75,0.705,0,Exceptional
714053358,Existing Customer,37,35-45,M,2,High School,Single,$40K - $60K,Blue,31,6,3,4,3216,<5000,0,3216,0.683,4039,81,1.077,0,Exceptional
713730933,Attrited Customer,53,>45,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,5,1438.3,<5000,0,1438.3,0.314,1739,44,0.467,0,Exceptional
762775908,Existing Customer,46,>45,F,2,High School,Married,Unknown,Blue,39,3,1,2,12295,10000-15000,1292,11003,0.537,4177,63,0.75,0.105,Exceptional
713181558,Existing Customer,55,>45,F,2,Doctorate,Married,Unknown,Blue,47,6,1,3,5794,5000-10000,0,5794,0.732,4201,73,0.587,0,Exceptional
713079108,Existing Customer,51,>45,F,0,Graduate,Married,Less than $40K,Blue,42,5,3,2,1858,<5000,925,933,1.056,3660,72,0.6,0.498,Good
804426858,Existing Customer,35,35-45,F,1,Uneducated,Married,Less than $40K,Blue,30,3,2,1,2593,<5000,1660,933,0.562,1974,33,1.062,0.64,Fair
788379933,Existing Customer,41,35-45,M,3,Doctorate,Single,$60K - $80K,Blue,34,5,3,2,12420,10000-15000,0,12420,0.709,4422,70,0.628,0,Exceptional
713740533,Existing Customer,41,35-45,M,3,Graduate,Single,$60K - $80K,Blue,29,5,3,3,2775,<5000,1664,1111,0.809,2478,52,0.926,0.6,Fair
712235433,Attrited Customer,43,35-45,F,1,Graduate,Single,Less than $40K,Blue,36,2,3,2,2886,<5000,0,2886,0.587,2326,50,0.429,0,Exceptional
811705233,Existing Customer,45,35-45,M,2,Unknown,Single,$40K - $60K,Blue,40,6,4,3,7037,5000-10000,0,7037,0.583,4099,71,0.69,0,Exceptional
714594933,Existing Customer,44,35-45,F,2,Graduate,Divorced,Less than $40K,Blue,36,6,3,0,7065,5000-10000,990,6075,0.503,3758,65,0.711,0.14,Exceptional
714377058,Attrited Customer,63,>45,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,4,1896,<5000,0,1896,0.747,2186,50,0.562,0,Exceptional
827114058,Existing Customer,46,>45,M,4,Post-Graduate,Married,$60K - $80K,Blue,42,6,2,1,11634,10000-15000,0,11634,0.52,4447,74,0.574,0,Exceptional
708654933,Attrited Customer,51,>45,F,2,Doctorate,Married,Less than $40K,Platinum,42,3,2,3,15987,15000-20000,193,15794,0.435,2021,46,0.394,0.012,Exceptional
720283758,Attrited Customer,44,35-45,F,2,Uneducated,Married,Unknown,Blue,36,1,3,3,13735,10000-15000,1733,12002,0.614,1783,43,0.654,0.126,Exceptional
801994458,Existing Customer,58,>45,M,1,Unknown,Single,$40K - $60K,Blue,52,3,2,3,3880,<5000,2517,1363,0.673,3163,65,0.97,0.649,Fair
718834233,Existing Customer,38,35-45,F,2,College,Single,Less than $40K,Blue,21,4,1,2,6899,5000-10000,0,6899,0.771,3848,71,0.69,0,Exceptional
719196858,Existing Customer,50,>45,M,2,Graduate,Married,$60K - $80K,Blue,39,4,1,4,6508,5000-10000,2276,4232,1.008,4254,77,0.711,0.35,Very Good
708451233,Existing Customer,46,>45,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,3,4,5090,5000-10000,1650,3440,0.58,3707,72,0.44,0.324,Very Good
718735908,Attrited Customer,47,>45,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015,5000-10000,0,7015,0.456,1799,51,0.645,0,Exceptional
789339633,Existing Customer,51,>45,M,2,Uneducated,Divorced,$120K +,Blue,41,4,2,3,30560,>30000,0,30560,0.721,3736,55,0.719,0,Exceptional
804833058,Attrited Customer,49,>45,M,3,Unknown,Single,$80K - $120K,Blue,44,1,3,4,4384,<5000,0,4384,0.684,1832,49,0.581,0,Exceptional
712542258,Existing Customer,47,>45,F,5,Unknown,Married,Less than $40K,Blue,40,5,1,3,2950,<5000,2000,950,0.882,4742,79,0.837,0.678,Fair
713639058,Attrited Customer,49,>45,M,3,High School,Married,$60K - $80K,Blue,34,6,3,3,1511,<5000,0,1511,0.432,1329,35,0.591,0,Exceptional
709560258,Attrited Customer,49,>45,F,3,Graduate,Single,Unknown,Blue,31,2,3,4,4946,<5000,0,4946,0.54,2239,38,0.407,0,Exceptional
718317258,Existing Customer,54,>45,F,3,Uneducated,Single,Less than $40K,Blue,47,3,3,3,7477,5000-10000,1960,5517,1.008,3618,76,0.583,0.262,Very Good
720362058,Attrited Customer,57,>45,M,2,Uneducated,Single,$60K - $80K,Silver,49,4,3,3,32182,>30000,0,32182,0.52,1937,46,0.704,0,Exceptional
712606158,Existing Customer,47,>45,M,4,Uneducated,Married,$60K - $80K,Blue,42,4,1,2,5715,5000-10000,1214,4501,0.858,3685,63,0.658,0.212,Very Good
713162358,Existing Customer,49,>45,F,4,Unknown,Single,$40K - $60K,Blue,36,4,3,2,9595,5000-10000,509,9086,0.625,4050,72,0.5,0.053,Exceptional
710673558,Existing Customer,37,35-45,M,1,High School,Single,$60K - $80K,Blue,21,3,2,2,21952,20000-25000,1600,20352,0.878,4087,70,0.628,0.073,Exceptional
710096658,Existing Customer,45,35-45,F,3,Unknown,Married,Less than $40K,Blue,39,4,3,3,2606,<5000,1978,628,0.443,2191,42,0.5,0.759,Fair
721313808,Existing Customer,50,>45,M,1,Doctorate,Single,$80K - $120K,Blue,41,6,1,2,2826,<5000,1741,1085,0.669,4488,73,0.825,0.616,Fair
778924158,Existing Customer,45,35-45,F,2,High School,Single,Less than $40K,Blue,26,4,3,4,1438.3,<5000,0,1438.3,0.71,3749,77,0.604,0,Exceptional
719602908,Attrited Customer,42,35-45,F,2,Post-Graduate,Single,$40K - $60K,Blue,34,3,3,3,5667,5000-10000,812,4855,0.62,2064,42,0.4,0.143,Exceptional
820383558,Existing Customer,45,35-45,M,4,High School,Married,$80K - $120K,Blue,40,6,2,3,6366,5000-10000,1344,5022,0.492,3258,58,0.758,0.211,Very Good
717953283,Existing Customer,41,35-45,M,3,Graduate,Married,$60K - $80K,Blue,31,5,2,2,2122,<5000,1189,933,0.398,4379,45,1.143,0.56,Good
710327508,Existing Customer,44,35-45,F,4,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1687,<5000,1290,397,0.709,4247,87,0.706,0.765,Fair
785134758,Existing Customer,41,35-45,M,2,College,Unknown,$80K - $120K,Blue,24,3,2,4,14320,10000-15000,0,14320,0.754,4077,77,0.791,0,Exceptional
811970808,Existing Customer,53,>45,F,0,Graduate,Single,Less than $40K,Blue,48,4,3,3,5972,5000-10000,1885,4087,0.973,3491,65,0.711,0.316,Very Good
718676283,Existing Customer,43,35-45,F,2,Uneducated,Married,Less than $40K,Blue,34,6,2,3,8771,5000-10000,1662,7109,0.555,3779,72,0.756,0.189,Exceptional
720439533,Existing Customer,64,>45,F,0,Uneducated,Single,Less than $40K,Blue,36,3,1,3,7112,5000-10000,1358,5754,0.553,4951,73,0.587,0.191,Exceptional
793720908,Existing Customer,46,>45,M,5,Uneducated,Single,$40K - $60K,Blue,40,6,2,2,7333,5000-10000,875,6458,0.807,3636,48,1.286,0.119,Exceptional
708937608,Existing Customer,37,35-45,F,4,High School,Single,Less than $40K,Blue,18,4,1,2,2001,<5000,1366,635,0.86,4590,66,0.571,0.683,Fair
769189083,Existing Customer,46,>45,F,2,Graduate,Single,Less than $40K,Blue,40,4,2,4,1438.3,<5000,639,799.3,0.768,4427,85,0.735,0.444,Good
713455233,Existing Customer,48,>45,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,1,34516,>30000,1416,33100,0.491,4026,65,0.512,0.041,Exceptional
719563158,Existing Customer,48,>45,M,2,High School,Married,$40K - $60K,Blue,36,6,3,2,4207,<5000,1921,2286,0.766,3850,75,0.562,0.457,Good
753118533,Existing Customer,38,35-45,F,2,Doctorate,Single,Less than $40K,Blue,31,6,3,2,1555,<5000,986,569,0.865,4686,75,0.667,0.634,Fair
713265858,Existing Customer,44,35-45,M,3,Graduate,Married,$120K +,Blue,32,4,2,2,34516,>30000,1344,33172,0.523,4795,92,0.673,0.039,Exceptional
709713033,Attrited Customer,55,>45,M,1,College,Single,$80K - $120K,Blue,48,3,3,3,6846,5000-10000,0,6846,0.62,1735,35,0.522,0,Exceptional
711608958,Existing Customer,50,>45,M,1,Uneducated,Married,$40K - $60K,Blue,36,5,1,4,2071,<5000,1035,1036,0.754,4092,74,0.947,0.5,Good
708633783,Attrited Customer,43,35-45,M,3,Uneducated,Single,$80K - $120K,Blue,30,3,2,4,11336,10000-15000,0,11336,0.691,1809,39,0.345,0,Exceptional
714532158,Existing Customer,55,>45,M,1,Doctorate,Single,$60K - $80K,Blue,36,3,3,3,15221,15000-20000,1166,14055,0.839,3848,68,0.619,0.077,Exceptional
720950283,Attrited Customer,47,>45,M,3,High School,Married,$80K - $120K,Blue,34,3,3,3,21359,20000-25000,0,21359,0.551,2064,63,0.853,0,Exceptional
809797158,Existing Customer,42,35-45,M,2,Uneducated,Single,$80K - $120K,Blue,37,3,3,4,19366,15000-20000,1592,17774,0.679,3627,66,1,0.082,Exceptional
713692683,Existing Customer,41,35-45,M,2,Uneducated,Married,$60K - $80K,Blue,13,4,2,2,2243,<5000,1944,299,0.942,3216,77,0.674,0.867,Poor
710748483,Existing Customer,56,>45,F,1,High School,Single,Less than $40K,Blue,43,3,2,2,2923,<5000,1934,989,0.577,3861,68,0.7,0.662,Fair
720868683,Existing Customer,50,>45,F,4,Uneducated,Single,$40K - $60K,Blue,22,5,2,3,7853,5000-10000,1343,6510,0.491,1814,37,0.37,0.171,Exceptional
787532808,Existing Customer,41,35-45,M,4,Post-Graduate,Married,$40K - $60K,Silver,30,6,3,3,16386,15000-20000,2236,14150,1.004,3293,66,0.833,0.136,Exceptional
709453833,Existing Customer,48,>45,F,4,Graduate,Single,Unknown,Blue,40,3,2,2,11164,10000-15000,859,10305,0.915,4227,67,0.634,0.077,Exceptional
712114458,Existing Customer,49,>45,F,3,Uneducated,Married,Less than $40K,Blue,31,6,3,3,2960,<5000,1835,1125,0.532,3941,64,0.455,0.62,Fair
811013658,Existing Customer,41,35-45,M,2,High School,Married,$120K +,Blue,36,4,3,2,10816,10000-15000,871,9945,0.606,3221,68,0.581,0.081,Exceptional
789180933,Existing Customer,37,35-45,F,3,High School,Single,Less than $40K,Blue,26,3,1,2,2917,<5000,2216,701,0.81,4524,67,0.489,0.76,Fair
717151383,Existing Customer,44,35-45,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,2568,<5000,1603,965,0.432,3616,85,0.545,0.624,Fair
712470033,Existing Customer,44,35-45,F,3,College,Single,Less than $40K,Blue,30,6,3,3,4539,<5000,2053,2486,0.705,2960,67,0.861,0.452,Good
717840108,Attrited Customer,48,>45,M,4,Unknown,Married,$80K - $120K,Blue,41,2,3,6,4806,<5000,1357,3449,0.573,1771,35,0.346,0.282,Very Good
709131033,Existing Customer,65,>45,F,0,Graduate,Unknown,Unknown,Blue,36,3,3,4,2025,<5000,1701,324,0.628,4056,71,0.578,0.84,Poor
721506708,Existing Customer,54,>45,M,1,Uneducated,Unknown,$80K - $120K,Blue,46,4,1,4,6249,5000-10000,2517,3732,0.751,3988,68,0.789,0.403,Good
716039433,Existing Customer,48,>45,F,2,High School,Single,Less than $40K,Blue,35,4,6,1,1686,<5000,1271,415,1.087,3445,64,0.73,0.754,Fair
710874933,Existing Customer,41,35-45,M,1,Graduate,Married,$80K - $120K,Blue,31,5,3,4,10239,10000-15000,2224,8015,0.545,2149,40,1.105,0.217,Very Good
794682483,Existing Customer,43,35-45,F,3,Post-Graduate,Unknown,Less than $40K,Blue,23,5,3,3,4284,<5000,1094,3190,0.63,3095,64,0.524,0.255,Very Good
709229358,Existing Customer,46,>45,F,5,Uneducated,Single,Less than $40K,Blue,38,6,1,4,2601,<5000,1604,997,0.853,4835,80,0.702,0.617,Fair
772177308,Existing Customer,47,>45,F,2,Unknown,Unknown,Less than $40K,Blue,36,4,2,2,1738,<5000,0,1738,1.124,2572,62,0.938,0,Exceptional
715016508,Attrited Customer,42,35-45,F,3,High School,Married,$40K - $60K,Blue,36,1,3,4,4527,<5000,0,4527,0.801,2441,37,0.37,0,Exceptional
716071233,Existing Customer,42,35-45,M,0,High School,Unknown,$80K - $120K,Silver,35,5,2,3,34516,>30000,1934,32582,0.626,4613,73,0.553,0.056,Exceptional
818308533,Existing Customer,47,>45,M,5,Post-Graduate,Married,Less than $40K,Blue,41,4,2,1,3532,<5000,0,3532,0.82,3162,56,0.6,0,Exceptional
711000933,Existing Customer,50,>45,F,2,Graduate,Single,Unknown,Blue,41,5,2,4,4846,<5000,2490,2356,0.788,3724,61,0.605,0.514,Good
760104333,Existing Customer,43,35-45,F,3,Graduate,Married,Less than $40K,Silver,36,6,2,2,11392,10000-15000,0,11392,0.821,3246,63,0.703,0,Exceptional
718201383,Existing Customer,49,>45,M,1,College,Married,$60K - $80K,Blue,43,6,3,4,22036,20000-25000,1560,20476,0.555,2139,48,0.714,0.071,Exceptional
779450958,Existing Customer,43,35-45,F,4,Graduate,Married,Less than $40K,Blue,25,5,3,2,2772,<5000,1782,990,0.718,4739,88,0.796,0.643,Fair
717990183,Existing Customer,52,>45,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,2,2,7474,5000-10000,2444,5030,0.619,5100,79,0.717,0.327,Very Good
721252683,Existing Customer,40,35-45,M,5,Unknown,Married,$80K - $120K,Blue,33,4,2,4,34516,>30000,1501,33015,0.813,3368,64,0.641,0.043,Exceptional
710505483,Existing Customer,46,>45,M,3,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,11117,10000-15000,0,11117,0.814,3099,69,0.816,0,Exceptional
711587433,Existing Customer,47,>45,F,4,Graduate,Married,Unknown,Blue,33,6,3,1,10714,10000-15000,2407,8307,0.378,4328,71,0.543,0.225,Very Good
720964683,Existing Customer,60,>45,M,0,High School,Single,$40K - $60K,Blue,36,5,3,2,5420,5000-10000,0,5420,0.81,3477,60,0.622,0,Exceptional
711478233,Existing Customer,38,35-45,F,1,Post-Graduate,Single,Less than $40K,Blue,26,4,1,3,2652,<5000,2496,156,0.561,3691,58,1.071,0.941,Poor
717096858,Existing Customer,51,>45,M,2,Doctorate,Single,$40K - $60K,Blue,40,4,3,3,6492,5000-10000,719,5773,0.711,4828,78,0.529,0.111,Exceptional
719739108,Existing Customer,62,>45,F,0,Graduate,Divorced,$40K - $60K,Blue,50,3,2,4,11352,10000-15000,2517,8835,0.751,4021,56,0.806,0.222,Very Good
717432933,Existing Customer,52,>45,F,5,Unknown,Single,Unknown,Blue,36,3,1,3,3167,<5000,1387,1780,0.899,4587,76,0.551,0.438,Good
721501308,Existing Customer,41,35-45,M,3,High School,Single,Less than $40K,Blue,33,6,3,1,7015,5000-10000,918,6097,0.957,4410,70,0.591,0.131,Exceptional
714169083,Existing Customer,48,>45,M,4,Post-Graduate,Single,$120K +,Blue,38,5,2,0,34516,>30000,1639,32877,0.688,4959,74,0.805,0.047,Exceptional
710194683,Existing Customer,43,35-45,M,3,Graduate,Unknown,$80K - $120K,Blue,30,3,1,4,3244,<5000,2260,984,0.711,2313,39,0.857,0.697,Fair
715365183,Existing Customer,51,>45,F,1,College,Married,Less than $40K,Blue,42,4,2,2,2431,<5000,0,2431,0.886,3323,65,1.097,0,Exceptional
715448058,Existing Customer,42,35-45,F,1,College,Married,Less than $40K,Blue,36,6,4,1,3050,<5000,1824,1226,0.771,1973,50,1.381,0.598,Good
779008158,Existing Customer,54,>45,F,4,Graduate,Single,Less than $40K,Blue,43,3,1,4,2191,<5000,1655,536,1.008,4961,71,0.821,0.755,Fair
712822758,Existing Customer,52,>45,F,3,Uneducated,Married,Less than $40K,Blue,33,6,3,3,5677,5000-10000,1403,4274,0.951,2730,58,0.758,0.247,Very Good
717466158,Existing Customer,48,>45,F,2,Doctorate,Married,Less than $40K,Blue,40,3,4,3,4176,<5000,1248,2928,0.434,4889,62,0.632,0.299,Very Good
798687258,Existing Customer,40,35-45,M,4,Graduate,Married,Less than $40K,Blue,34,3,1,2,2577,<5000,1812,765,0.666,4134,62,0.824,0.703,Fair
717380133,Existing Customer,65,>45,M,0,High School,Single,$40K - $60K,Blue,36,6,4,1,3305,<5000,1909,1396,0.371,4218,72,0.636,0.578,Good
709693833,Existing Customer,47,>45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,3,0,9261,5000-10000,1605,7656,0.571,2468,44,0.419,0.173,Exceptional
804847308,Existing Customer,64,>45,F,0,Graduate,Single,$40K - $60K,Blue,56,6,2,1,1564,<5000,0,1564,0.516,4018,69,0.605,0,Exceptional
716321583,Existing Customer,50,>45,F,3,Unknown,Single,$40K - $60K,Blue,36,5,3,3,12740,10000-15000,1173,11567,1.04,3441,55,0.719,0.092,Exceptional
712685733,Existing Customer,57,>45,F,3,Unknown,Single,Unknown,Silver,36,6,3,2,34516,>30000,1698,32818,0.823,3498,68,0.619,0.049,Exceptional
781306758,Attrited Customer,58,>45,M,2,Uneducated,Single,$80K - $120K,Blue,52,1,2,4,3091,<5000,2517,574,0.602,1844,49,0.633,0.814,Poor
743912958,Existing Customer,39,35-45,F,1,Graduate,Single,$40K - $60K,Blue,32,3,3,1,3812,<5000,1103,2709,0.757,4080,65,0.625,0.289,Very Good
712294083,Attrited Customer,54,>45,F,2,High School,Single,Unknown,Blue,44,4,3,4,3778,<5000,0,3778,0.739,2367,45,0.452,0,Exceptional
716630508,Existing Customer,58,>45,M,3,High School,Married,$120K +,Blue,50,6,2,4,12698,10000-15000,2361,10337,0.799,4425,75,0.63,0.186,Exceptional
711334983,Attrited Customer,41,35-45,F,3,High School,Married,Unknown,Blue,32,1,2,4,26229,25000-30000,0,26229,0.504,2077,46,0.643,0,Exceptional
717442758,Existing Customer,51,>45,F,4,High School,Married,$40K - $60K,Blue,43,5,3,2,8346,5000-10000,1452,6894,1.194,4141,79,0.612,0.174,Exceptional
709137558,Existing Customer,52,>45,M,0,Uneducated,Unknown,$80K - $120K,Blue,36,6,4,4,5395,5000-10000,2084,3311,0.798,4689,69,0.725,0.386,Very Good
714366708,Existing Customer,58,>45,M,2,Unknown,Divorced,$60K - $80K,Blue,36,6,1,1,1490,<5000,1069,421,0.84,3790,85,0.889,0.717,Fair
711925608,Existing Customer,42,35-45,M,4,Graduate,Divorced,$80K - $120K,Blue,35,3,2,2,18274,15000-20000,1623,16651,0.681,3886,81,0.8,0.089,Exceptional
721202058,Existing Customer,62,>45,F,0,High School,Unknown,$40K - $60K,Blue,49,4,1,1,4409,<5000,785,3624,0.838,4160,61,0.649,0.178,Exceptional
716931183,Existing Customer,45,35-45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,4,7560,5000-10000,788,6772,1.193,4296,68,0.7,0.104,Exceptional
800164083,Existing Customer,53,>45,M,1,Uneducated,Unknown,$120K +,Blue,47,4,2,2,20783,20000-25000,1257,19526,0.724,3819,76,0.617,0.06,Exceptional
719682183,Existing Customer,53,>45,F,2,Unknown,Single,$40K - $60K,Blue,43,3,4,4,6188,5000-10000,2517,3671,0.713,1997,43,1.048,0.407,Good
